pressure,weather_conditions,wind_speed,humidity,temperature,wind_direction
1033.0,0,2.0,92.0,286.255,20.0
1033.0,0,1.0,92.0,285.712666667,16.0
1033.0,0,2.0,90.0,285.923333333,14.0
1033.0,0,1.0,81.0,288.9605,23.0
1033.0,0,2.0,82.0,288.22900000000004,18.0
1034.0,0,1.0,75.0,290.324,23.0
1033.0,0,1.0,67.0,293.295333333,35.0
1033.0,0,1.0,86.0,288.685333333,110.0
1033.0,0,1.0,92.0,286.801666667,122.0
1033.0,0,1.0,92.0,285.904333333,122.0
1033.0,0,1.0,91.0,285.783,99.0
1033.0,0,0.0,92.0,284.627,107.0
1033.0,0,0.0,91.0,284.247,92.0
1032.0,0,1.0,81.0,287.869,86.0
1030.0,0,1.0,69.0,292.768333333,108.0
1029.0,0,2.0,67.0,293.665666667,121.0
1027.0,0,2.0,64.0,294.407333333,139.0
1026.0,0,2.0,67.0,292.8945,139.0
1025.0,0,3.0,67.0,292.18266666700003,145.0
1021.0,0,3.0,79.0,279.861,291.0
1022.0,0,3.0,79.0,278.557333333,287.0
1023.0,0,3.0,80.0,278.083666667,283.0
1024.0,0,2.0,79.0,278.36,278.0
1024.0,0,2.0,80.0,277.636333333,275.0
1024.0,0,2.0,80.0,277.662666667,271.0
1024.0,0,2.0,77.0,280.45799999999997,275.0
1025.0,0,2.0,78.0,279.561333333,267.0
1026.0,0,2.0,76.0,281.433666667,268.0
1025.0,0,2.0,70.0,282.194,264.0
1025.0,0,2.0,69.0,284.437,267.0
1025.0,0,2.0,64.0,285.568,264.0
1025.0,0,2.0,65.0,285.1805,255.0
1025.0,0,2.0,58.0,286.817666667,254.0
1025.0,0,2.0,57.0,286.936333333,247.0
1026.0,0,2.0,61.0,284.57,244.0
1025.0,0,2.0,59.0,285.517,235.0
1026.0,0,2.0,61.0,283.97900000000004,231.0
1027.0,0,1.0,68.0,282.5325,210.0
1027.0,0,1.0,69.0,280.964,211.0
1028.0,0,1.0,74.0,279.487,196.0
1028.0,0,1.0,73.0,279.431,176.0
1029.0,0,0.0,80.0,277.480333333,162.0
1029.0,0,0.0,81.0,276.950666667,144.0
1029.0,0,1.0,81.0,277.084,156.0
1029.0,0,1.0,82.0,276.333333333,127.0
1029.0,0,1.0,83.0,276.245666667,129.0
1030.0,0,1.0,81.0,277.55,147.0
1030.0,0,1.0,83.0,276.998333333,144.0
1030.0,0,2.0,82.0,277.838666667,156.0
1030.0,0,2.0,72.0,283.22,154.0
1030.0,0,2.0,74.0,282.546666667,172.0
1031.0,0,2.0,68.0,286.414333333,174.0
1030.0,0,3.0,67.0,285.697,181.0
1031.0,0,3.0,59.0,291.093,182.0
1030.0,0,3.0,56.0,291.904,187.0
1030.0,0,3.0,57.0,291.36,180.0
1030.0,0,4.0,53.0,292.62266666700003,189.0
1030.0,0,4.0,53.0,292.530333333,186.0
1030.0,0,4.0,55.0,291.198,183.0
1029.0,0,4.0,54.0,291.519,180.0
1030.0,0,4.0,55.0,290.6,177.0
1030.0,0,4.0,57.0,289.545333333,177.0
1029.0,0,3.0,52.0,294.58,207.0
1028.0,0,4.0,52.0,294.296666667,187.0
1028.0,0,2.0,49.0,287.054666667,294.0
1028.0,0,2.0,53.0,285.819333333,288.0
1029.0,0,2.0,56.0,285.387,288.0
1029.0,0,2.0,60.0,283.884,279.0
1029.0,0,2.0,63.0,283.184,276.0
1030.0,0,2.0,60.0,283.6045,279.0
1030.0,0,2.0,65.0,282.531,275.0
1031.0,0,2.0,64.0,282.578,276.0
1031.0,0,2.0,58.0,286.078,266.0
1032.0,0,2.0,59.0,284.974,271.0
1032.0,0,2.0,55.0,287.323,265.0
1030.0,0,2.0,54.0,287.3045,262.0
1031.0,0,2.0,49.0,290.442666667,254.0
1030.0,0,3.0,47.0,291.213333333,250.0
1031.0,0,1.0,57.0,284.086,286.0
1032.0,0,1.0,62.0,282.847,287.0
1032.0,0,1.0,66.0,282.215,289.0
1032.0,0,1.0,72.0,280.773666667,291.0
1032.0,0,1.0,76.0,279.939333333,293.0
1033.0,0,1.0,71.0,280.8555,303.0
1033.0,0,1.0,78.0,279.43766666700003,302.0
1033.0,0,1.0,77.0,279.770333333,309.0
1033.0,0,1.0,62.0,284.4985,163.0
1035.0,0,1.0,90.0,278.938666667,230.0
1035.0,0,1.0,89.0,278.281666667,228.0
1038.0,0,2.0,84.0,281.8355,20.0
1039.0,0,1.0,82.0,283.141666667,31.0
1039.0,0,1.0,75.0,286.320333333,46.0
1038.0,0,1.0,69.0,287.39666666700003,56.0
1039.0,0,1.0,70.0,286.751,80.0
1038.0,0,1.0,61.0,288.40133333299997,85.0
1038.0,0,1.0,60.0,288.329666667,104.0
1038.0,0,1.0,71.0,284.964,80.0
1038.0,0,1.0,65.0,285.99033333299997,113.0
1038.0,0,1.0,72.0,283.722666667,103.0
1039.0,0,1.0,82.0,280.998666667,107.0
1019.0,0,1.0,89.0,284.742,232.0
1020.0,0,1.0,90.0,284.5755,242.0
1020.0,0,1.0,93.0,284.5355,252.0
1020.0,0,1.0,93.0,284.382333333,258.0
1021.0,0,2.0,94.0,284.59866666700003,259.0
1021.0,0,2.0,86.0,287.3445,257.0
1021.0,0,2.0,90.0,286.717666667,260.0
1021.0,0,2.0,85.0,288.620333333,259.0
1020.0,0,2.0,80.0,289.1435,247.0
1021.0,0,2.0,75.0,291.506,250.0
1020.0,0,2.0,70.0,292.48900000000003,242.0
1020.0,0,3.0,71.0,291.5795,241.0
1020.0,0,3.0,64.0,293.193333333,231.0
1019.0,0,3.0,63.0,292.914666667,228.0
1019.0,0,3.0,65.0,291.751,226.0
1019.0,0,3.0,63.0,291.767333333,222.0
1019.0,0,3.0,64.0,290.898666667,220.0
1019.0,0,3.0,66.0,289.692666667,214.0
1016.0,0,2.0,84.0,287.152,222.0
1016.0,0,2.0,85.0,286.519,236.0
1016.0,0,2.0,84.0,286.154,243.0
1016.0,0,2.0,72.0,289.639,253.0
1016.0,0,2.0,76.0,287.990666667,259.0
1016.0,0,2.0,68.0,290.19233333299997,268.0
1016.0,0,3.0,69.0,289.3985,263.0
1016.0,0,3.0,58.0,292.59866666700003,277.0
1016.0,0,3.0,56.0,292.803333333,277.0
1022.0,0,3.0,58.0,284.462333333,300.0
1022.0,0,3.0,60.0,283.960666667,302.0
1024.0,0,3.0,61.0,283.0665,311.0
1026.0,0,3.0,58.0,283.245333333,318.0
1027.0,0,4.0,57.0,283.816666667,320.0
1027.0,0,3.0,55.0,284.0695,317.0
1028.0,0,4.0,54.0,284.747,320.0
1028.0,0,4.0,52.0,285.106,318.0
1028.0,0,4.0,51.0,284.5045,318.0
1028.0,0,4.0,49.0,285.183666667,316.0
1029.0,0,4.0,48.0,284.902333333,316.0
1029.0,0,3.0,48.0,283.4915,317.0
1029.0,0,3.0,47.0,283.58666666700003,316.0
1030.0,0,3.0,47.0,282.552333333,317.0
1031.0,0,2.0,53.0,279.928,323.0
1031.0,0,2.0,60.0,278.1155,261.0
1033.0,0,1.0,74.0,274.339,197.0
1033.0,0,1.0,75.0,273.965,189.0
1023.0,0,3.0,79.0,282.70599999999996,332.0
1023.0,0,3.0,80.0,282.533,331.0
1024.0,0,3.0,80.0,282.5055,331.0
1024.0,0,3.0,81.0,282.284,329.0
1024.0,0,3.0,81.0,282.20799999999997,329.0
1024.0,0,2.0,81.0,282.251,329.0
1025.0,0,3.0,74.0,284.834,328.0
1024.0,0,3.0,62.0,289.79333333299996,327.0
1024.0,0,3.0,61.0,289.0675,326.0
1023.0,0,4.0,58.0,290.814333333,326.0
1023.0,0,3.0,56.0,290.70666666700004,325.0
1024.0,0,3.0,58.0,288.98900000000003,322.0
1024.0,0,3.0,55.0,289.418,322.0
1024.0,0,3.0,56.0,288.237,320.0
1024.0,0,3.0,53.0,287.693,322.0
1025.0,0,2.0,55.0,286.299666667,318.0
1025.0,0,2.0,53.0,285.54333333299996,319.0
1025.0,0,2.0,60.0,284.4335,312.0
1025.0,0,2.0,59.0,282.2745,311.0
1025.0,0,2.0,65.0,281.128,305.0
1025.0,0,2.0,66.0,280.445,304.0
1026.0,0,1.0,72.0,279.5625,289.0
1026.0,0,1.0,72.0,278.94599999999997,292.0
1026.0,0,1.0,76.0,278.13,282.0
1025.0,0,2.0,60.0,283.9545,286.0
1026.0,0,1.0,71.0,280.925,271.0
1025.0,0,1.0,61.0,284.536,270.0
1024.0,0,2.0,66.0,284.3415,272.0
1024.0,0,2.0,52.0,289.221,270.0
1023.0,0,2.0,52.0,290.295,272.0
1022.0,0,2.0,51.0,289.5985,268.0
1021.0,0,3.0,51.0,291.262666667,271.0
1020.0,0,3.0,50.0,291.156333333,269.0
1020.0,0,3.0,52.0,290.2425,263.0
1019.0,0,3.0,50.0,290.405333333,262.0
1019.0,0,3.0,51.0,289.760666667,258.0
1018.0,0,3.0,50.0,289.9,255.0
1018.0,0,3.0,52.0,288.994,250.0
1017.0,0,3.0,51.0,288.872,247.0
1016.0,0,3.0,56.0,287.723,264.0
1016.0,0,3.0,57.0,286.158333333,286.0
1017.0,0,3.0,53.0,285.620666667,287.0
1017.0,0,4.0,53.0,287.4085,289.0
1018.0,0,4.0,48.0,286.095666667,289.0
1018.0,0,4.0,46.0,287.108333333,291.0
1018.0,0,4.0,44.0,287.069,297.0
1019.0,0,4.0,43.0,288.432333333,298.0
1019.0,0,5.0,41.0,288.743666667,302.0
1019.0,0,4.0,42.0,288.415,301.0
1019.0,0,5.0,39.0,288.939666667,307.0
1019.0,0,5.0,39.0,288.82433333299997,308.0
1021.0,0,4.0,41.0,287.753,305.0
1021.0,0,4.0,40.0,287.956333333,307.0
1022.0,0,4.0,42.0,287.203666667,305.0
1022.0,0,3.0,47.0,286.2005,305.0
1023.0,0,3.0,47.0,285.531333333,303.0
1024.0,0,2.0,51.0,284.611666667,303.0
1024.0,0,3.0,53.0,283.778,299.0
1025.0,0,2.0,57.0,282.829666667,300.0
1025.0,0,2.0,60.0,281.967333333,297.0
1026.0,0,2.0,59.0,281.8205,297.0
1026.0,0,2.0,64.0,280.719666667,294.0
1027.0,0,2.0,64.0,280.334333333,293.0
1028.0,0,2.0,65.0,280.2365,295.0
1028.0,0,2.0,65.0,279.755333333,293.0
1029.0,0,2.0,66.0,279.561666667,294.0
1030.0,0,2.0,55.0,283.2435,301.0
1031.0,0,2.0,60.0,281.758,300.0
1031.0,0,2.0,53.0,284.14799999999997,305.0
1030.0,0,2.0,55.0,284.43,300.0
1031.0,0,2.0,45.0,287.522666667,308.0
1031.0,0,2.0,44.0,288.507333333,307.0
1031.0,0,2.0,43.0,288.105,295.0
1031.0,0,2.0,42.0,289.552,297.0
1030.0,0,2.0,41.0,289.612,289.0
1031.0,0,2.0,56.0,285.84,277.0
1031.0,0,1.0,50.0,287.177333333,270.0
1031.0,0,1.0,59.0,284.68266666700003,260.0
1030.0,0,1.0,54.0,285.0325,236.0
1031.0,0,1.0,69.0,281.589666667,230.0
1031.0,0,1.0,69.0,280.991333333,211.0
1031.0,0,1.0,72.0,280.802,216.0
1030.0,0,1.0,71.0,280.06733333299997,188.0
1031.0,0,1.0,73.0,279.741666667,186.0
1031.0,0,1.0,82.0,280.8785,192.0
1028.0,0,1.0,90.0,280.668,274.0
1028.0,0,1.0,90.0,279.631,268.0
1028.0,0,1.0,89.0,279.403,278.0
1028.0,0,1.0,89.0,278.096333333,267.0
1028.0,0,1.0,89.0,277.59866666700003,271.0
1029.0,0,1.0,88.0,277.8315,278.0
1028.0,0,1.0,87.0,277.090333333,281.0
1029.0,0,1.0,87.0,277.079666667,287.0
1029.0,0,1.0,77.0,281.3105,300.0
1029.0,0,1.0,79.0,279.88599999999997,303.0
1029.0,0,1.0,72.0,282.703,313.0
1029.0,0,1.0,73.0,282.2015,306.0
1029.0,0,1.0,63.0,286.124666667,322.0
1029.0,0,2.0,61.0,286.729333333,321.0
1029.0,0,1.0,61.0,285.834,317.0
1028.0,0,2.0,58.0,286.938666667,316.0
1028.0,0,2.0,58.0,286.54333333299996,313.0
1029.0,0,2.0,64.0,284.0095,313.0
1028.0,0,2.0,61.0,284.327,309.0
1029.0,0,2.0,66.0,282.506,308.0
1029.0,0,1.0,70.0,281.2245,322.0
1030.0,0,1.0,74.0,279.22366666700003,316.0
1030.0,0,1.0,78.0,277.762333333,326.0
1030.0,0,1.0,76.0,277.5955,329.0
1030.0,0,1.0,82.0,275.702666667,340.0
1030.0,0,1.0,82.0,275.104333333,346.0
1030.0,0,1.0,84.0,274.685,167.0
1030.0,0,1.0,83.0,274.027,234.0
1030.0,0,1.0,84.0,273.548,117.0
1030.0,0,1.0,82.0,273.825,179.0
1030.0,0,1.0,85.0,273.094,2.0
1030.0,0,1.0,84.0,273.119,5.0
1029.0,0,1.0,73.0,277.9295,14.0
1029.0,0,2.0,75.0,276.359333333,14.0
1029.0,0,1.0,68.0,279.57466666700003,21.0
1027.0,0,6.0,72.0,279.136666667,335.0
1027.0,0,6.0,71.0,279.664333333,334.0
1028.0,0,5.0,61.0,279.2225,335.0
1028.0,0,6.0,62.0,280.073333333,333.0
1028.0,0,6.0,55.0,279.954666667,333.0
1029.0,0,5.0,58.0,279.1265,332.0
1030.0,0,5.0,47.0,279.244333333,333.0
1031.0,0,5.0,47.0,278.652666667,332.0
1031.0,0,5.0,49.0,277.9745,328.0
1032.0,0,5.0,48.0,277.411666667,328.0
1033.0,0,4.0,49.0,276.762333333,325.0
1033.0,0,4.0,49.0,276.783,323.0
1033.0,0,4.0,50.0,275.910333333,319.0
1034.0,0,4.0,51.0,275.707666667,317.0
1034.0,0,4.0,54.0,276.046,312.0
1034.0,0,4.0,54.0,275.663,310.0
1034.0,0,3.0,56.0,275.82099999999997,305.0
1035.0,0,3.0,55.0,275.961,303.0
1035.0,0,3.0,59.0,276.125,298.0
1036.0,0,3.0,59.0,276.27099999999996,295.0
1036.0,0,3.0,56.0,279.0315,298.0
1036.0,0,3.0,57.0,278.306,293.0
1037.0,0,3.0,55.0,280.195,293.0
1036.0,0,3.0,54.0,280.89,295.0
1036.0,0,3.0,52.0,283.177,296.0
1036.0,0,3.0,50.0,284.27,297.0
1036.0,0,3.0,52.0,283.5205,289.0
1036.0,0,3.0,50.0,285.227666667,293.0
1036.0,0,3.0,50.0,285.092333333,288.0
1036.0,0,3.0,50.0,283.098,281.0
1036.0,0,3.0,51.0,283.582333333,276.0
1036.0,0,3.0,51.0,282.207666667,270.0
1036.0,0,2.0,46.0,280.635,257.0
1036.0,0,2.0,42.0,279.608,253.0
1036.0,0,2.0,43.0,278.779,256.0
1036.0,0,2.0,45.0,278.902,246.0
1036.0,0,1.0,45.0,277.755666667,253.0
1036.0,0,1.0,47.0,277.561333333,247.0
1036.0,0,1.0,43.0,282.1595,248.0
1036.0,0,1.0,47.0,280.367666667,240.0
1036.0,0,1.0,44.0,283.368333333,239.0
1017.0,0,2.0,95.0,279.40133333299997,290.0
1017.0,0,2.0,95.0,279.128666667,296.0
1018.0,0,3.0,89.0,278.9685,294.0
1018.0,0,3.0,90.0,278.658333333,302.0
1018.0,0,3.0,86.0,278.460666667,303.0
1018.0,0,3.0,81.0,280.7345,302.0
1019.0,0,4.0,77.0,279.71299999999997,303.0
1019.0,0,4.0,72.0,281.163,303.0
1027.0,0,4.0,57.0,277.791,314.0
1028.0,0,3.0,56.0,276.938,314.0
1028.0,0,3.0,57.0,276.3385,310.0
1029.0,0,3.0,56.0,275.401,310.0
1030.0,0,2.0,57.0,274.717,307.0
1030.0,0,2.0,60.0,274.087,304.0
1030.0,0,2.0,59.0,273.385,301.0
1031.0,0,2.0,61.0,272.737,298.0
1031.0,0,1.0,66.0,271.868,294.0
1031.0,0,1.0,67.0,271.293666667,291.0
1032.0,0,1.0,72.0,270.498333333,287.0
1031.0,0,1.0,61.0,275.091,256.0
1032.0,0,1.0,70.0,272.499666667,261.0
1032.0,0,1.0,64.0,275.296333333,239.0
1031.0,0,1.0,65.0,275.2105,247.0
1031.0,0,1.0,57.0,278.968,215.0
1030.0,0,2.0,56.0,279.843,213.0
1029.0,0,2.0,55.0,280.58166666700004,210.0
1028.0,0,1.0,73.0,279.361,262.0
1029.0,0,1.0,82.0,275.889,260.0
1030.0,0,1.0,81.0,274.77,264.0
1030.0,0,1.0,80.0,274.599,241.0
1031.0,0,1.0,79.0,273.164,254.0
1031.0,0,1.0,78.0,272.677,240.0
1031.0,0,1.0,80.0,272.8295,239.0
1031.0,0,1.0,78.0,272.129333333,221.0
1032.0,0,1.0,80.0,272.068666667,216.0
1032.0,0,1.0,77.0,271.9205,212.0
1033.0,0,1.0,80.0,271.889,206.0
1033.0,0,1.0,79.0,271.77,201.0
1034.0,0,1.0,68.0,277.8875,187.0
1034.0,0,1.0,70.0,275.689666667,186.0
1035.0,0,1.0,62.0,279.72833333299997,175.0
1034.0,0,1.0,65.0,279.678,188.0
1035.0,0,1.0,54.0,285.079666667,170.0
1035.0,0,1.0,53.0,286.392333333,175.0
1035.0,0,1.0,54.0,285.248,164.0
1034.0,0,1.0,53.0,287.379666667,174.0
1034.0,0,1.0,53.0,287.054333333,168.0
1035.0,0,1.0,59.0,284.39599999999996,168.0
1035.0,0,2.0,57.0,284.84833333299997,160.0
1035.0,0,2.0,61.0,282.967666667,158.0
1034.0,0,1.0,68.0,281.5375,151.0
1035.0,0,2.0,71.0,279.506666667,150.0
1034.0,0,1.0,77.0,277.926333333,144.0
1034.0,0,1.0,74.0,277.908,146.0
1034.0,0,1.0,83.0,275.807,138.0
1033.0,0,1.0,83.0,275.268,138.0
1026.0,0,3.0,57.0,289.688666667,316.0
1027.0,0,3.0,54.0,287.33099999999996,323.0
1028.0,0,3.0,53.0,285.733,325.0
1029.0,0,3.0,57.0,284.513,327.0
1030.0,0,2.0,54.0,282.789,330.0
1031.0,0,2.0,56.0,281.443,332.0
1031.0,0,2.0,59.0,280.3595,332.0
1032.0,0,2.0,61.0,278.926,335.0
1032.0,0,2.0,64.0,277.755,336.0
1032.0,0,2.0,65.0,277.45099999999996,341.0
1032.0,0,2.0,68.0,275.991,340.0
1032.0,0,2.0,69.0,275.39799999999997,344.0
1033.0,0,1.0,70.0,274.7615,338.0
1033.0,0,1.0,72.0,274.183,345.0
1033.0,0,1.0,72.0,273.561,342.0
1033.0,0,1.0,63.0,277.4665,175.0
1033.0,0,1.0,67.0,275.335333333,228.0
1033.0,0,1.0,61.0,277.731666667,115.0
1037.0,0,2.0,60.0,270.487,297.0
1037.0,0,2.0,63.0,270.11,295.0
1038.0,0,2.0,64.0,270.028,297.0
1038.0,0,2.0,68.0,269.552666667,294.0
1038.0,0,2.0,70.0,269.372333333,295.0
1039.0,0,2.0,73.0,269.069,298.0
1039.0,0,2.0,75.0,268.929666667,297.0
1040.0,0,2.0,77.0,268.667333333,299.0
1040.0,0,2.0,65.0,272.0895,304.0
1041.0,0,2.0,73.0,270.599,305.0
1041.0,0,2.0,66.0,272.793,309.0
1040.0,0,2.0,67.0,272.818,309.0
1041.0,0,2.0,57.0,275.735,314.0
1041.0,0,2.0,56.0,276.483,315.0
1041.0,0,2.0,55.0,275.621,309.0
1040.0,0,2.0,53.0,276.905666667,312.0
1040.0,0,2.0,52.0,276.580333333,308.0
1041.0,0,2.0,63.0,273.2125,289.0
1041.0,0,1.0,58.0,273.90133333299997,290.0
1041.0,0,1.0,65.0,271.547666667,276.0
1042.0,0,1.0,61.0,271.325,281.0
1042.0,0,1.0,72.0,268.26099999999997,260.0
1042.0,0,1.0,72.0,267.328,259.0
1021.0,0,4.0,80.0,271.792333333,283.0
1023.0,0,4.0,76.0,269.466666667,280.0
1024.0,0,4.0,74.0,268.470333333,279.0
1025.0,0,4.0,74.0,269.8935,279.0
1026.0,0,4.0,72.0,268.090666667,277.0
1026.0,0,4.0,71.0,268.707333333,276.0
1026.0,0,5.0,69.0,268.8935,278.0
1027.0,0,5.0,69.0,269.653666667,277.0
1027.0,0,5.0,67.0,269.983333333,278.0
1028.0,0,4.0,68.0,269.1815,277.0
1028.0,0,5.0,65.0,269.888333333,278.0
1028.0,0,5.0,65.0,269.463666667,278.0
1029.0,0,4.0,64.0,268.657,277.0
1030.0,0,4.0,64.0,268.359666667,277.0
1031.0,0,4.0,64.0,267.68033333299996,276.0
1032.0,0,4.0,59.0,267.80400000000003,274.0
1033.0,0,4.0,60.0,266.857,273.0
1034.0,0,4.0,56.0,266.71299999999997,272.0
1034.0,0,4.0,59.0,266.6065,275.0
1035.0,0,4.0,53.0,266.45,271.0
1035.0,0,4.0,53.0,266.33099999999996,273.0
1036.0,0,3.0,54.0,266.2085,276.0
1036.0,0,4.0,54.0,266.090666667,277.0
1036.0,0,3.0,55.0,265.969333333,279.0
1037.0,0,3.0,54.0,265.6735,275.0
1038.0,0,3.0,55.0,265.61033333299997,280.0
1038.0,0,3.0,54.0,265.37266666700003,278.0
1038.0,0,3.0,54.0,267.656,281.0
1039.0,0,2.0,54.0,266.578,277.0
1039.0,0,2.0,53.0,268.02099999999996,279.0
1038.0,0,2.0,52.0,268.473,266.0
1039.0,0,2.0,52.0,270.246333333,272.0
1038.0,0,2.0,51.0,271.028666667,265.0
1037.0,0,2.0,52.0,270.441,255.0
1036.0,0,2.0,51.0,271.68,248.0
1036.0,0,2.0,51.0,271.54900000000004,239.0
1036.0,0,2.0,53.0,270.311,231.0
1035.0,0,2.0,53.0,270.54900000000004,222.0
1035.0,0,2.0,54.0,269.68,214.0
1032.0,0,3.0,55.0,271.0755,212.0
1030.0,0,4.0,56.0,273.660666667,219.0
1029.0,0,4.0,57.0,273.981333333,219.0
1029.0,0,3.0,58.0,274.1275,222.0
1028.0,0,4.0,59.0,274.506333333,222.0
1028.0,0,3.0,60.0,274.710666667,224.0
1026.0,0,4.0,57.0,277.7985,237.0
1025.0,0,4.0,51.0,278.152,261.0
1025.0,0,4.0,49.0,276.683333333,268.0
1027.0,0,4.0,47.0,275.507,279.0
1027.0,0,4.0,48.0,274.48400000000004,284.0
1029.0,0,4.0,47.0,273.346,294.0
1029.0,0,3.0,48.0,272.72,284.0
1031.0,0,3.0,46.0,271.411333333,300.0
1032.0,0,3.0,47.0,270.614666667,297.0
1032.0,0,3.0,48.0,270.226,296.0
1033.0,0,3.0,48.0,269.29333333299996,292.0
1034.0,0,3.0,49.0,268.768666667,290.0
1035.0,0,3.0,48.0,268.7935,290.0
1035.0,0,3.0,49.0,268.085666667,287.0
1036.0,0,3.0,49.0,267.927333333,287.0
1037.0,0,3.0,49.0,270.20599999999996,292.0
1038.0,0,3.0,48.0,269.23533333299997,290.0
1039.0,0,4.0,49.0,270.701666667,293.0
1039.0,0,3.0,47.0,271.385,300.0
1040.0,0,4.0,48.0,273.112333333,302.0
1040.0,0,4.0,48.0,274.056666667,308.0
1041.0,0,3.0,48.0,272.97,302.0
1041.0,0,3.0,47.0,274.59133333299997,311.0
1042.0,0,3.0,46.0,274.181666667,309.0
1043.0,0,3.0,49.0,272.405,304.0
1043.0,0,3.0,48.0,272.45099999999996,303.0
1044.0,0,2.0,50.0,271.13,299.0
1045.0,0,2.0,53.0,269.3585,286.0
1046.0,0,2.0,55.0,268.18766666700003,285.0
1046.0,0,1.0,57.0,266.566333333,275.0
1046.0,0,1.0,60.0,266.5405,279.0
1047.0,0,1.0,63.0,264.387333333,264.0
1047.0,0,1.0,66.0,263.829666667,263.0
1047.0,0,1.0,66.0,263.8805,253.0
1047.0,0,1.0,69.0,263.12,256.0
1047.0,0,1.0,70.0,262.968,249.0
1047.0,0,1.0,68.0,262.816,240.0
1046.0,0,1.0,70.0,262.664,234.0
1046.0,0,1.0,69.0,262.512,225.0
1046.0,0,1.0,61.0,268.027,226.0
1046.0,0,1.0,62.0,265.986,214.0
1046.0,0,1.0,56.0,269.612,212.0
1044.0,0,2.0,58.0,270.3765,219.0
1044.0,0,2.0,50.0,274.956333333,214.0
1043.0,0,3.0,49.0,276.674666667,218.0
1042.0,0,2.0,49.0,276.17900000000003,216.0
1041.0,0,4.0,48.0,278.635333333,222.0
1040.0,0,3.0,48.0,278.877666667,222.0
1040.0,0,3.0,50.0,278.1715,224.0
1038.0,0,3.0,49.0,277.759,224.0
1038.0,0,3.0,51.0,276.915333333,226.0
1037.0,0,2.0,56.0,276.757,227.0
1037.0,0,1.0,53.0,278.652,225.0
1036.0,0,2.0,54.0,279.737,212.0
1035.0,0,1.0,51.0,281.817,199.0
1033.0,0,2.0,81.0,270.270666667,300.0
1034.0,0,2.0,82.0,268.9775,288.0
1034.0,0,2.0,83.0,269.315333333,289.0
1035.0,0,2.0,81.0,271.121666667,299.0
1036.0,0,2.0,80.0,272.828333333,307.0
1035.0,0,3.0,73.0,272.7165,296.0
1036.0,0,3.0,75.0,275.029333333,310.0
1036.0,0,3.0,67.0,274.4625,311.0
1036.0,0,3.0,58.0,274.93266666700003,305.0
1036.0,0,2.0,61.0,272.9725,299.0
1036.0,0,2.0,55.0,272.902333333,303.0
1037.0,0,2.0,56.0,271.414666667,300.0
1038.0,0,2.0,63.0,269.8315,292.0
1038.0,0,1.0,63.0,268.375666667,291.0
1039.0,0,1.0,68.0,266.82433333299997,284.0
1039.0,0,1.0,74.0,265.035333333,274.0
1039.0,0,2.0,63.0,273.923333333,161.0
1039.0,0,2.0,66.0,273.080666667,159.0
1035.0,0,3.0,71.0,276.351333333,202.0
1035.0,0,3.0,73.0,275.853666667,202.0
1035.0,0,3.0,67.0,278.4475,203.0
1035.0,0,2.0,71.0,276.919333333,204.0
1035.0,0,2.0,68.0,278.482666667,205.0
1035.0,0,2.0,63.0,281.261666667,207.0
1033.0,0,3.0,77.0,282.731,231.0
1034.0,0,3.0,82.0,282.087,232.0
1033.0,0,3.0,81.0,282.34833333299997,233.0
1034.0,0,2.0,85.0,281.930666667,234.0
1037.0,0,3.0,79.0,275.737333333,304.0
1038.0,0,3.0,78.0,274.895666667,306.0
1039.0,0,3.0,79.0,274.254,295.0
1039.0,0,2.0,78.0,273.345666667,301.0
1039.0,0,2.0,79.0,272.637333333,294.0
1040.0,0,2.0,81.0,271.81,288.0
1041.0,0,2.0,81.0,271.141333333,281.0
1041.0,0,1.0,83.0,270.353666667,275.0
1042.0,0,2.0,79.0,273.64099999999996,281.0
1042.0,0,1.0,82.0,271.495,270.0
1043.0,0,1.0,80.0,273.42400000000004,273.0
1050.0,0,3.0,52.0,270.95099999999996,40.0
1050.0,0,3.0,52.0,270.465,43.0
1050.0,0,3.0,54.0,270.2245,44.0
1050.0,0,3.0,53.0,269.656666667,47.0
1050.0,0,3.0,54.0,269.334333333,48.0
1030.0,0,2.0,69.0,273.45599999999996,311.0
1030.0,0,2.0,70.0,273.22900000000004,314.0
1030.0,0,2.0,70.0,272.9045,311.0
1030.0,0,2.0,70.0,272.71,315.0
1030.0,0,2.0,71.0,272.418,314.0
1030.0,0,2.0,72.0,272.2965,316.0
1030.0,0,2.0,73.0,271.947666667,314.0
1030.0,0,2.0,74.0,271.769333333,314.0
1030.0,0,2.0,68.0,273.8625,313.0
1031.0,0,2.0,71.0,272.927,314.0
1031.0,0,2.0,68.0,274.263,314.0
1030.0,0,3.0,67.0,274.9985,313.0
1030.0,0,3.0,63.0,276.534666667,313.0
1029.0,0,3.0,62.0,277.470333333,313.0
1027.0,0,2.0,88.0,272.964333333,293.0
1027.0,0,2.0,89.0,272.691666667,294.0
1027.0,0,2.0,81.0,275.367,291.0
1027.0,0,2.0,85.0,274.111666667,294.0
1027.0,0,2.0,80.0,275.804333333,292.0
1026.0,0,2.0,70.0,279.133,304.0
1026.0,0,2.0,70.0,279.384,318.0
1027.0,0,2.0,75.0,277.999,317.0
1027.0,0,2.0,72.0,277.751,318.0
1028.0,0,2.0,80.0,275.987,317.0
1029.0,0,2.0,79.0,275.36,317.0
1029.0,0,2.0,85.0,274.6995,318.0
