pressure,weather_conditions,wind_speed,humidity,temperature,wind_direction
1027.0,0,9.0,38.0,268.77,290.0
1027.0,0,7.0,37.0,270.005,285.0
1027.0,0,6.0,36.0,271.24,280.0
1019.0,0,1.0,59.0,271.65,190.0
1009.0,0,5.0,59.0,275.14,270.0
1010.0,0,7.0,53.0,274.425,275.0
1021.0,0,7.0,37.0,274.32,320.0
1021.0,0,7.0,37.0,273.51,320.0
1024.0,0,4.0,37.0,273.13,300.0
1025.0,0,5.0,43.0,272.67,350.0
1025.0,0,7.0,43.0,272.09,350.0
1026.0,0,5.0,50.0,271.08,350.0
1027.0,0,5.0,54.0,270.14,350.0
1017.0,0,4.0,44.0,273.85,310.0
1017.0,0,4.0,47.0,273.45,300.0
1018.0,0,3.0,47.0,273.02,280.0
1018.0,0,4.0,50.0,272.77,300.0
1019.0,0,3.0,50.0,272.41,300.0
1019.0,0,3.0,50.0,272.17,300.0
1020.0,0,4.0,55.0,271.9,310.0
1023.0,0,2.0,69.0,271.64,120.0
1005.0,0,3.0,69.0,274.75,280.0
1005.0,0,4.0,69.0,274.28,290.0
